vehicle_id,bus_stop_id,time_of_arrival,time_of_req,direction
6234_490012881S_2020-05-19_outbound_0,490012881S,2020-05-19 17:50:24,2020-05-19 17:30:57.826,outbound
6511_490010161E_2020-05-19_outbound_0,490010161E,2020-05-19 17:38:50,2020-05-19 17:30:58.311,outbound
5494_490010161E_2020-05-19_outbound_0,490010161E,2020-05-19 17:48:50,2020-05-19 17:30:58.311,outbound
7335_490010161E_2020-05-19_outbound_0,490010161E,2020-05-19 17:59:50,2020-05-19 17:30:58.311,outbound
7442_490005945G_2020-05-19_inbound_0,490005945G,2020-05-19 17:36:58,2020-05-19 17:30:58.734,inbound
6139_490005945G_2020-05-19_inbound_0,490005945G,2020-05-19 17:47:37,2020-05-19 17:30:58.734,inbound
6893_490000146B_2020-05-19_inbound_0,490000146B,2020-05-19 17:40:12,2020-05-19 17:30:59.155,inbound
7275_490000146B_2020-05-19_inbound_0,490000146B,2020-05-19 17:51:11,2020-05-19 17:30:59.155,inbound
6888_490000038J_2020-05-19_outbound_0,490000038J,2020-05-19 17:38:17,2020-05-19 17:30:59.57,outbound
7275_490000038J_2020-05-19_inbound_0,490000038J,2020-05-19 17:39:51,2020-05-19 17:30:59.57,inbound
7441_490000038J_2020-05-19_outbound_0,490000038J,2020-05-19 17:47:51,2020-05-19 17:30:59.57,outbound
6890_490000038J_2020-05-19_inbound_0,490000038J,2020-05-19 17:50:43,2020-05-19 17:30:59.57,inbound
6234_490000038J_2020-05-19_outbound_0,490000038J,2020-05-19 17:58:31,2020-05-19 17:30:59.57,outbound
6139_490009645W_2020-05-19_inbound_0,490009645W,2020-05-19 17:37:56,2020-05-19 17:30:59.976,inbound
6893_490009645W_2020-05-19_inbound_0,490009645W,2020-05-19 17:51:26,2020-05-19 17:30:59.976,inbound
6890_490003602N_2020-05-19_inbound_0,490003602N,2020-05-19 17:45:00,2020-05-19 17:31:00.467,inbound
7440_490003602N_2020-05-19_inbound_0,490003602N,2020-05-19 17:55:47,2020-05-19 17:31:00.467,inbound
7275_490014483E_2020-05-19_inbound_0,490014483E,2020-05-19 17:41:12,2020-05-19 17:31:00.873,inbound
6890_490014483E_2020-05-19_inbound_0,490014483E,2020-05-19 17:52:04,2020-05-19 17:31:00.873,inbound
6234_490009644G_2020-05-19_outbound_0,490009644G,2020-05-19 17:30:58,2020-05-19 17:31:01.312,outbound
6511_490009644G_2020-05-19_outbound_0,490009644G,2020-05-19 17:41:23,2020-05-19 17:31:01.312,outbound
5494_490009644G_2020-05-19_outbound_0,490009644G,2020-05-19 17:51:23,2020-05-19 17:31:01.312,outbound
7441_490003352S_2020-05-19_outbound_0,490003352S,2020-05-19 17:31:55,2020-05-19 17:31:01.726,outbound
6234_490003352S_2020-05-19_outbound_0,490003352S,2020-05-19 17:44:09,2020-05-19 17:31:01.726,outbound
6511_490003352S_2020-05-19_outbound_0,490003352S,2020-05-19 17:55:21,2020-05-19 17:31:01.726,outbound
6890_490007774N_2020-05-19_inbound_0,490007774N,2020-05-19 17:41:32,2020-05-19 17:31:02.123,inbound
7440_490007774N_2020-05-19_inbound_0,490007774N,2020-05-19 17:52:23,2020-05-19 17:31:02.123,inbound
6139_490014373LC_2020-05-19_inbound_0,490014373LC,2020-05-19 17:39:27,2020-05-19 17:31:02.545,inbound
6893_490014373LC_2020-05-19_inbound_0,490014373LC,2020-05-19 17:53:01,2020-05-19 17:31:02.545,inbound
6888_490009159S_2020-05-19_outbound_0,490009159S,2020-05-19 17:33:04,2020-05-19 17:31:02.968,outbound
7441_490009159S_2020-05-19_outbound_0,490009159S,2020-05-19 17:42:41,2020-05-19 17:31:02.968,outbound
6234_490009159S_2020-05-19_outbound_0,490009159S,2020-05-19 17:53:16,2020-05-19 17:31:02.968,outbound
7440_490002061N_2020-05-19_outbound_0,490002061N,2020-05-19 17:34:38,2020-05-19 17:31:03.374,outbound
6507_490002061N_2020-05-19_outbound_0,490002061N,2020-05-19 17:42:57,2020-05-19 17:31:03.374,outbound
6888_490002061N_2020-05-19_outbound_0,490002061N,2020-05-19 17:48:14,2020-05-19 17:31:03.374,outbound
7441_490002061N_2020-05-19_outbound_0,490002061N,2020-05-19 17:58:15,2020-05-19 17:31:03.374,outbound
6139_490008277W_2020-05-19_inbound_0,490008277W,2020-05-19 17:36:45,2020-05-19 17:31:03.788,inbound
6893_490008277W_2020-05-19_inbound_0,490008277W,2020-05-19 17:50:46,2020-05-19 17:31:03.788,inbound
6511_490010160E1_2020-05-19_outbound_0,490010160E1,2020-05-19 17:38:12,2020-05-19 17:31:04.195,outbound
5494_490010160E1_2020-05-19_outbound_0,490010160E1,2020-05-19 17:48:05,2020-05-19 17:31:04.195,outbound
7335_490010160E1_2020-05-19_outbound_0,490010160E1,2020-05-19 17:59:13,2020-05-19 17:31:04.195,outbound
6234_490007626B_2020-05-19_outbound_0,490007626B,2020-05-19 17:32:07,2020-05-19 17:31:04.607,outbound
6511_490007626B_2020-05-19_outbound_0,490007626B,2020-05-19 17:42:31,2020-05-19 17:31:04.607,outbound
5494_490007626B_2020-05-19_outbound_0,490007626B,2020-05-19 17:52:35,2020-05-19 17:31:04.607,outbound
6888_490000038F_2020-05-19_outbound_0,490000038F,2020-05-19 17:38:52,2020-05-19 17:31:21.626,outbound
7275_490000038F_2020-05-19_inbound_0,490000038F,2020-05-19 17:40:30,2020-05-19 17:31:21.626,inbound
7441_490000038F_2020-05-19_outbound_0,490000038F,2020-05-19 17:48:29,2020-05-19 17:31:21.626,outbound
6890_490000038F_2020-05-19_inbound_0,490000038F,2020-05-19 17:51:21,2020-05-19 17:31:21.626,inbound
6234_490000038F_2020-05-19_outbound_0,490000038F,2020-05-19 17:59:13,2020-05-19 17:31:21.626,outbound
7440_490000038F_2020-05-19_inbound_0,490000038F,2020-05-19 18:00:02,2020-05-19 17:31:05.014,inbound
6139_490014374N_2020-05-19_inbound_0,490014374N,2020-05-19 17:36:01,2020-05-19 17:31:05.429,inbound
6893_490014374N_2020-05-19_inbound_0,490014374N,2020-05-19 17:50:00,2020-05-19 17:31:05.429,inbound
6234_490011653S_2020-05-19_outbound_0,490011653S,2020-05-19 17:42:38,2020-05-19 17:31:05.851,outbound
6511_490011653S_2020-05-19_outbound_0,490011653S,2020-05-19 17:53:45,2020-05-19 17:31:05.851,outbound
6507_490003602N_2020-05-19_outbound_0,490003602N,2020-05-19 17:36:17,2020-05-19 17:31:06.248,outbound
6888_490003602N_2020-05-19_outbound_0,490003602N,2020-05-19 17:42:12,2020-05-19 17:31:06.248,outbound
7441_490003602N_2020-05-19_outbound_0,490003602N,2020-05-19 17:52:51,2020-05-19 17:31:06.248,outbound
6511_490012569E_2020-05-19_outbound_0,490012569E,2020-05-19 17:37:20,2020-05-19 17:31:06.685,outbound
5494_490012569E_2020-05-19_outbound_0,490012569E,2020-05-19 17:47:19,2020-05-19 17:31:06.685,outbound
7335_490012569E_2020-05-19_outbound_0,490012569E,2020-05-19 17:58:26,2020-05-19 17:31:06.685,outbound
6507_490006092S_2020-05-19_outbound_0,490006092S,2020-05-19 17:38:54,2020-05-19 17:31:07.139,outbound
6888_490006092S_2020-05-19_outbound_0,490006092S,2020-05-19 17:44:05,2020-05-19 17:31:07.139,outbound
7441_490006092S_2020-05-19_outbound_0,490006092S,2020-05-19 17:53:42,2020-05-19 17:31:07.139,outbound
6234_490009645W_2020-05-19_outbound_0,490009645W,2020-05-19 17:35:19,2020-05-19 17:31:07.639,outbound
6511_490009645W_2020-05-19_outbound_0,490009645W,2020-05-19 17:45:54,2020-05-19 17:31:07.639,outbound
5494_490009645W_2020-05-19_outbound_0,490009645W,2020-05-19 17:55:53,2020-05-19 17:31:07.639,outbound
6511_490005945G_2020-05-19_outbound_0,490005945G,2020-05-19 17:34:17,2020-05-19 17:31:08.07,outbound
5494_490005945G_2020-05-19_outbound_0,490005945G,2020-05-19 17:44:10,2020-05-19 17:31:08.07,outbound
7335_490005945G_2020-05-19_outbound_0,490005945G,2020-05-19 17:55:10,2020-05-19 17:31:08.07,outbound
6888_490002083A_2020-05-19_outbound_0,490002083A,2020-05-19 17:34:35,2020-05-19 17:31:08.57,outbound
7441_490002083A_2020-05-19_outbound_0,490002083A,2020-05-19 17:43:56,2020-05-19 17:31:08.57,outbound
6234_490002083A_2020-05-19_outbound_0,490002083A,2020-05-19 17:54:31,2020-05-19 17:31:08.57,outbound
7441_490003783S_2020-05-19_outbound_0,490003783S,2020-05-19 17:37:25,2020-05-19 17:31:08.982,outbound
6234_490003783S_2020-05-19_outbound_0,490003783S,2020-05-19 17:49:12,2020-05-19 17:31:08.982,outbound
6511_490003783S_2020-05-19_outbound_0,490003783S,2020-05-19 18:00:27,2020-05-19 17:31:08.982,outbound
6890_490012181N_2020-05-19_inbound_0,490012181N,2020-05-19 17:44:22,2020-05-19 17:31:09.388,inbound
7440_490012181N_2020-05-19_inbound_0,490012181N,2020-05-19 17:55:07,2020-05-19 17:31:09.388,inbound
6890_490008507N2_2020-05-19_inbound_0,490008507N2,2020-05-19 17:38:00,2020-05-19 17:31:09.811,inbound
7440_490008507N2_2020-05-19_inbound_0,490008507N2,2020-05-19 17:49:00,2020-05-19 17:31:09.811,inbound
6507_490008507N2_2020-05-19_inbound_0,490008507N2,2020-05-19 18:00:00,2020-05-19 17:31:09.811,inbound
6234_490007535S_2020-05-19_outbound_0,490007535S,2020-05-19 17:37:37,2020-05-19 17:31:10.217,outbound
6511_490007535S_2020-05-19_outbound_0,490007535S,2020-05-19 17:48:36,2020-05-19 17:31:10.217,outbound
5494_490007535S_2020-05-19_outbound_0,490007535S,2020-05-19 17:58:42,2020-05-19 17:31:10.217,outbound
6139_490006025N_2020-05-19_inbound_0,490006025N,2020-05-19 17:31:39,2020-05-19 17:31:10.617,inbound
6893_490006025N_2020-05-19_inbound_0,490006025N,2020-05-19 17:46:17,2020-05-19 17:31:10.617,inbound
7275_490006025N_2020-05-19_inbound_0,490006025N,2020-05-19 17:58:24,2020-05-19 17:31:10.617,inbound
6893_490003352S_2020-05-19_inbound_0,490003352S,2020-05-19 17:43:51,2020-05-19 17:31:11.132,inbound
7275_490003352S_2020-05-19_inbound_0,490003352S,2020-05-19 17:54:48,2020-05-19 17:31:11.132,inbound
6234_490012255S_2020-05-19_outbound_0,490012255S,2020-05-19 17:38:22,2020-05-19 17:31:11.545,outbound
6511_490012255S_2020-05-19_outbound_0,490012255S,2020-05-19 17:49:22,2020-05-19 17:31:11.545,outbound
5494_490012255S_2020-05-19_outbound_0,490012255S,2020-05-19 17:59:32,2020-05-19 17:31:11.545,outbound
6511_490005945K_2020-05-19_outbound_0,490005945K,2020-05-19 17:35:39,2020-05-19 17:31:12.045,outbound
5494_490005945K_2020-05-19_outbound_0,490005945K,2020-05-19 17:45:35,2020-05-19 17:31:12.045,outbound
7335_490005945K_2020-05-19_outbound_0,490005945K,2020-05-19 17:56:42,2020-05-19 17:31:12.045,outbound
6890_490005323N_2020-05-19_inbound_0,490005323N,2020-05-19 17:46:31,2020-05-19 17:31:12.532,inbound
7440_490005323N_2020-05-19_inbound_0,490005323N,2020-05-19 17:57:16,2020-05-19 17:31:12.532,inbound
6507_490009545S_2020-05-19_outbound_0,490009545S,2020-05-19 17:36:03,2020-05-19 17:31:12.938,outbound
6888_490009545S_2020-05-19_outbound_0,490009545S,2020-05-19 17:41:39,2020-05-19 17:31:12.938,outbound
7441_490009545S_2020-05-19_outbound_0,490009545S,2020-05-19 17:52:02,2020-05-19 17:31:12.938,outbound
7441_490011031S_2020-05-19_outbound_0,490011031S,2020-05-19 17:39:23,2020-05-19 17:31:13.351,outbound
6234_490011031S_2020-05-19_outbound_0,490011031S,2020-05-19 17:51:19,2020-05-19 17:31:13.351,outbound
6893_490011031S_2020-05-19_inbound_0,490011031S,2020-05-19 17:34:45,2020-05-19 17:31:13.773,inbound
7275_490011031S_2020-05-19_inbound_0,490011031S,2020-05-19 17:47:01,2020-05-19 17:31:13.773,inbound
6890_490011031S_2020-05-19_inbound_0,490011031S,2020-05-19 17:57:48,2020-05-19 17:31:13.773,inbound
6507_490013550E_2020-05-19_outbound_0,490013550E,2020-05-19 17:39:55,2020-05-19 17:31:14.169,outbound
6888_490013550E_2020-05-19_outbound_0,490013550E,2020-05-19 17:46:04,2020-05-19 17:31:14.169,outbound
7441_490013550E_2020-05-19_outbound_0,490013550E,2020-05-19 17:56:31,2020-05-19 17:31:14.169,outbound
6893_490002083A_2020-05-19_inbound_0,490002083A,2020-05-19 17:31:13,2020-05-19 17:31:14.594,inbound
7275_490002083A_2020-05-19_inbound_0,490002083A,2020-05-19 17:43:24,2020-05-19 17:31:14.594,inbound
6890_490002083A_2020-05-19_inbound_0,490002083A,2020-05-19 17:54:16,2020-05-19 17:31:14.594,inbound
6234_490011823S_2020-05-19_outbound_0,490011823S,2020-05-19 17:39:30,2020-05-19 17:31:14.992,outbound
6511_490011823S_2020-05-19_outbound_0,490011823S,2020-05-19 17:50:30,2020-05-19 17:31:14.992,outbound
5494_490011823S_2020-05-19_outbound_0,490011823S,2020-05-19 18:00:35,2020-05-19 17:31:14.992,outbound
6893_490004584N_2020-05-19_inbound_0,490004584N,2020-05-19 17:33:49,2020-05-19 17:31:15.404,inbound
7275_490004584N_2020-05-19_inbound_0,490004584N,2020-05-19 17:46:03,2020-05-19 17:31:15.404,inbound
6890_490004584N_2020-05-19_inbound_0,490004584N,2020-05-19 17:56:57,2020-05-19 17:31:15.404,inbound
7441_490006614S_2020-05-19_outbound_0,490006614S,2020-05-19 17:36:43,2020-05-19 17:31:15.82,outbound
6234_490006614S_2020-05-19_outbound_0,490006614S,2020-05-19 17:48:33,2020-05-19 17:31:15.82,outbound
6893_490012881S_2020-05-19_inbound_0,490012881S,2020-05-19 17:35:27,2020-05-19 17:31:16.216,inbound
7275_490012881S_2020-05-19_inbound_0,490012881S,2020-05-19 17:47:41,2020-05-19 17:31:16.216,inbound
6890_490012881S_2020-05-19_inbound_0,490012881S,2020-05-19 17:58:34,2020-05-19 17:31:16.216,inbound
7442_490010161E_2020-05-19_inbound_0,490010161E,2020-05-19 17:32:50,2020-05-19 17:31:16.625,inbound
6139_490010161E_2020-05-19_inbound_0,490010161E,2020-05-19 17:43:48,2020-05-19 17:31:16.625,inbound
6893_490010161E_2020-05-19_inbound_0,490010161E,2020-05-19 17:57:30,2020-05-19 17:31:16.625,inbound
7441_490012633S_2020-05-19_outbound_0,490012633S,2020-05-19 17:31:19,2020-05-19 17:31:17.054,outbound
6234_490012633S_2020-05-19_outbound_0,490012633S,2020-05-19 17:43:31,2020-05-19 17:31:17.054,outbound
6511_490012633S_2020-05-19_outbound_0,490012633S,2020-05-19 17:54:43,2020-05-19 17:31:17.054,outbound
6139_490012462N_2020-05-19_inbound_0,490012462N,2020-05-19 17:40:09,2020-05-19 17:31:17.466,inbound
6893_490012462N_2020-05-19_inbound_0,490012462N,2020-05-19 17:53:47,2020-05-19 17:31:17.466,inbound
7442_490006929D_2020-05-19_inbound_0,490006929D,2020-05-19 17:38:16,2020-05-19 17:31:17.875,inbound
6139_490006929D_2020-05-19_inbound_0,490006929D,2020-05-19 17:49:00,2020-05-19 17:31:17.875,inbound
7440_490008507S_2020-05-19_outbound_0,490008507S,2020-05-19 17:35:50,2020-05-19 17:31:18.289,outbound
6507_490008507S_2020-05-19_outbound_0,490008507S,2020-05-19 17:44:01,2020-05-19 17:31:18.289,outbound
6888_490008507S_2020-05-19_outbound_0,490008507S,2020-05-19 17:49:13,2020-05-19 17:31:18.289,outbound
7441_490008507S_2020-05-19_outbound_0,490008507S,2020-05-19 17:59:01,2020-05-19 17:31:18.289,outbound
6890_490002061N_2020-05-19_inbound_0,490002061N,2020-05-19 17:38:30,2020-05-19 17:31:18.701,inbound
7440_490002061N_2020-05-19_inbound_0,490002061N,2020-05-19 17:49:30,2020-05-19 17:31:18.701,inbound
6507_490002061N_2020-05-19_inbound_0,490002061N,2020-05-19 18:00:32,2020-05-19 17:31:18.701,inbound
7441_490000146B_2020-05-19_outbound_0,490000146B,2020-05-19 17:35:05,2020-05-19 17:31:19.126,outbound
6234_490000146B_2020-05-19_outbound_0,490000146B,2020-05-19 17:46:48,2020-05-19 17:31:19.126,outbound
6511_490000146B_2020-05-19_outbound_0,490000146B,2020-05-19 17:58:00,2020-05-19 17:31:19.126,outbound
6507_490008757S_2020-05-19_outbound_0,490008757S,2020-05-19 17:39:41,2020-05-19 17:31:19.546,outbound
6888_490008757S_2020-05-19_outbound_0,490008757S,2020-05-19 17:44:30,2020-05-19 17:31:19.546,outbound
7441_490008757S_2020-05-19_outbound_0,490008757S,2020-05-19 17:54:22,2020-05-19 17:31:19.546,outbound
6139_490007626B_2020-05-19_inbound_0,490007626B,2020-05-19 17:41:53,2020-05-19 17:31:19.946,inbound
6893_490007626B_2020-05-19_inbound_0,490007626B,2020-05-19 17:56:01,2020-05-19 17:31:19.946,inbound
7275_490014457B_2020-05-19_inbound_0,490014457B,2020-05-19 17:41:42,2020-05-19 17:31:20.376,inbound
6890_490014457B_2020-05-19_inbound_0,490014457B,2020-05-19 17:52:42,2020-05-19 17:31:20.376,inbound
6888_490005323N_2020-05-19_outbound_0,490005323N,2020-05-19 17:41:26,2020-05-19 17:31:20.765,outbound
7441_490005323N_2020-05-19_outbound_0,490005323N,2020-05-19 17:51:16,2020-05-19 17:31:20.765,outbound
6890_490009545N_2020-05-19_inbound_0,490009545N,2020-05-19 17:45:42,2020-05-19 17:31:21.196,inbound
7440_490009545N_2020-05-19_inbound_0,490009545N,2020-05-19 17:56:30,2020-05-19 17:31:21.196,inbound
6234_490008277W_2020-05-19_outbound_0,490008277W,2020-05-19 17:36:02,2020-05-19 17:31:22.03,outbound
6511_490008277W_2020-05-19_outbound_0,490008277W,2020-05-19 17:47:07,2020-05-19 17:31:22.03,outbound
5494_490008277W_2020-05-19_outbound_0,490008277W,2020-05-19 17:57:05,2020-05-19 17:31:22.03,outbound
6893_490012633S_2020-05-19_inbound_0,490012633S,2020-05-19 17:44:16,2020-05-19 17:31:22.446,inbound
7275_490012633S_2020-05-19_inbound_0,490012633S,2020-05-19 17:57:03,2020-05-19 17:31:22.446,inbound
6507_490012438S_2020-05-19_outbound_0,490012438S,2020-05-19 17:38:59,2020-05-19 17:31:22.876,outbound
6888_490012438S_2020-05-19_outbound_0,490012438S,2020-05-19 17:44:41,2020-05-19 17:31:22.876,outbound
7441_490012438S_2020-05-19_outbound_0,490012438S,2020-05-19 17:54:48,2020-05-19 17:31:22.876,outbound
6890_490008757N_2020-05-19_inbound_0,490008757N,2020-05-19 17:43:04,2020-05-19 17:31:23.28,inbound
7440_490008757N_2020-05-19_inbound_0,490008757N,2020-05-19 17:53:46,2020-05-19 17:31:23.28,inbound
6893_490011878N_2020-05-19_inbound_0,490011878N,2020-05-19 17:31:23,2020-05-19 17:31:23.806,inbound
7275_490011878N_2020-05-19_inbound_0,490011878N,2020-05-19 17:43:59,2020-05-19 17:31:23.806,inbound
6890_490011878N_2020-05-19_inbound_0,490011878N,2020-05-19 17:54:45,2020-05-19 17:31:23.806,inbound
6234_490006025N_2020-05-19_outbound_0,490006025N,2020-05-19 17:40:51,2020-05-19 17:31:24.438,outbound
6511_490006025N_2020-05-19_outbound_0,490006025N,2020-05-19 17:51:58,2020-05-19 17:31:24.438,outbound
6888_490004584N_2020-05-19_outbound_0,490004584N,2020-05-19 17:32:22,2020-05-19 17:31:25.046,outbound
7441_490004584N_2020-05-19_outbound_0,490004584N,2020-05-19 17:41:16,2020-05-19 17:31:25.046,outbound
6234_490004584N_2020-05-19_outbound_0,490004584N,2020-05-19 17:52:01,2020-05-19 17:31:25.046,outbound
6893_490006614S_2020-05-19_inbound_0,490006614S,2020-05-19 17:37:19,2020-05-19 17:31:25.649,inbound
7275_490006614S_2020-05-19_inbound_0,490006614S,2020-05-19 17:49:44,2020-05-19 17:31:25.649,inbound
6890_490006614S_2020-05-19_inbound_0,490006614S,2020-05-19 18:00:25,2020-05-19 17:31:25.649,inbound
7441_490015151H_2020-05-19_outbound_0,490015151H,2020-05-19 17:33:29,2020-05-19 17:31:26.272,outbound
6234_490015151H_2020-05-19_outbound_0,490015151H,2020-05-19 17:45:50,2020-05-19 17:31:26.272,outbound
6511_490015151H_2020-05-19_outbound_0,490015151H,2020-05-19 17:56:44,2020-05-19 17:31:26.272,outbound
6507_490012181N_2020-05-19_outbound_0,490012181N,2020-05-19 17:37:59,2020-05-19 17:31:26.773,outbound
6888_490012181N_2020-05-19_outbound_0,490012181N,2020-05-19 17:43:15,2020-05-19 17:31:26.773,outbound
7441_490012181N_2020-05-19_outbound_0,490012181N,2020-05-19 17:53:37,2020-05-19 17:31:26.773,outbound
6890_490006092S_2020-05-19_inbound_0,490006092S,2020-05-19 17:43:39,2020-05-19 17:31:27.399,inbound
7440_490006092S_2020-05-19_inbound_0,490006092S,2020-05-19 17:54:30,2020-05-19 17:31:27.399,inbound
7442_490010160E1_2020-05-19_inbound_0,490010160E1,2020-05-19 17:33:38,2020-05-19 17:31:28.018,inbound
6139_490010160E1_2020-05-19_inbound_0,490010160E1,2020-05-19 17:44:30,2020-05-19 17:31:28.018,inbound
6893_490010160E1_2020-05-19_inbound_0,490010160E1,2020-05-19 17:58:02,2020-05-19 17:31:28.018,inbound
6234_490014483E_2020-05-19_outbound_0,490014483E,2020-05-19 17:59:24,2020-05-19 17:58:00.261,outbound
6511_490014483E_2020-05-19_outbound_0,490014483E,2020-05-19 18:04:55,2020-05-19 17:58:00.261,outbound
5494_490014483E_2020-05-19_outbound_0,490014483E,2020-05-19 18:16:17,2020-05-19 17:58:00.261,outbound
7335_490014374N_2020-05-19_outbound_0,490014374N,2020-05-19 18:08:35,2020-05-19 17:57:56.949,outbound
7442_490014374N_2020-05-19_outbound_0,490014374N,2020-05-19 18:19:18,2020-05-19 17:57:56.949,outbound
6507_490009924S_2020-05-19_inbound_0,490009924S,2020-05-19 18:01:20,2020-05-19 17:57:57.367,inbound
6888_490009924S_2020-05-19_inbound_0,490009924S,2020-05-19 18:12:31,2020-05-19 17:57:57.367,inbound
7441_490009924S_2020-05-19_inbound_0,490009924S,2020-05-19 18:22:31,2020-05-19 17:57:57.367,inbound
6234_490007774N_2020-05-19_outbound_0,490007774N,2020-05-19 18:09:41,2020-05-19 17:57:57.793,outbound
6511_490007774N_2020-05-19_outbound_0,490007774N,2020-05-19 18:15:02,2020-05-19 17:57:57.793,outbound
5494_490007774N_2020-05-19_outbound_0,490007774N,2020-05-19 18:23:46,2020-05-19 17:57:57.793,outbound
7275_490012569E_2020-05-19_inbound_0,490012569E,2020-05-19 18:06:23,2020-05-19 17:57:58.214,inbound
7275_490009644E_2020-05-19_inbound_0,490009644E,2020-05-19 18:05:49,2020-05-19 17:57:58.601,inbound
7275_490010068N_2020-05-19_inbound_0,490010068N,2020-05-19 17:58:27,2020-05-19 17:57:59.011,inbound
7440_490010068N_2020-05-19_inbound_0,490010068N,2020-05-19 18:21:12,2020-05-19 17:57:59.011,inbound
7440_490011823S_2020-05-19_inbound_0,490011823S,2020-05-19 18:18:05,2020-05-19 17:57:59.433,inbound
5494_490013517S_2020-05-19_outbound_0,490013517S,2020-05-19 18:02:21,2020-05-19 17:57:59.851,outbound
7335_490013517S_2020-05-19_outbound_0,490013517S,2020-05-19 18:15:32,2020-05-19 17:57:59.851,outbound
7442_490013517S_2020-05-19_outbound_0,490013517S,2020-05-19 18:26:02,2020-05-19 17:57:59.851,outbound
7440_490014483E_2020-05-19_inbound_0,490014483E,2020-05-19 18:00:10,2020-05-19 17:58:00.261,inbound
6507_490014483E_2020-05-19_inbound_0,490014483E,2020-05-19 18:10:18,2020-05-19 17:58:00.261,inbound
6888_490014483E_2020-05-19_inbound_0,490014483E,2020-05-19 18:21:18,2020-05-19 17:58:00.261,inbound
7335_490014483E_2020-05-19_outbound_0,490014483E,2020-05-19 18:27:47,2020-05-19 17:58:00.261,outbound
6234_490006345E_2020-05-19_outbound_0,490006345E,2020-05-19 18:11:26,2020-05-19 17:58:00.668,outbound
6511_490006345E_2020-05-19_outbound_0,490006345E,2020-05-19 18:16:36,2020-05-19 17:58:00.668,outbound
5494_490006345E_2020-05-19_outbound_0,490006345E,2020-05-19 18:24:24,2020-05-19 17:58:00.668,outbound
